subcategory,rank_in_subcategory,percentile_in_subcategory,Source title,tier,Publisher,SJR,impact_index,cluster_raw
Other,279,70.33084311632871,Balkan Medical Journal,D: Acceptable,Galenos Publishing House,0.71,2.5728078086043182,2
Other,280,70.22411953041623,Neuroethics,D: Acceptable,Springer Nature,0.709,2.567503050236062,2
Other,281,70.11739594450374,African Journalism Studies,D: Acceptable,Taylor & Francis,0.707,2.556893533499549,2
Other,282,70.01067235859124,Journal of Language Aggression and Conflict,D: Acceptable,John Benjamins Publishing Company,0.706,2.551588775131293,2
Other,283,69.90394877267876,Social Epistemology,D: Acceptable,Taylor & Francis,0.705,2.5462840167630363,2
Other,284,69.79722518676627,Journal of Professional Capital and Community,D: Acceptable,Emerald Publishing,0.704,2.54097925839478,2
Other,284,69.79722518676627,Alcohol,D: Acceptable,Elsevier,0.704,2.54097925839478,2
Other,284,69.79722518676627,Journal of Language and Politics,D: Acceptable,John Benjamins Publishing Company,0.704,2.54097925839478,2
Other,285,69.69050160085379,Bulletin of Mathematical Biology,D: Acceptable,Springer Nature,0.702,2.5303697416582676,2
Other,285,69.69050160085379,Revista Latina de Comunicacion Social,D: Acceptable,HISIN (History of Information Systems),0.702,2.5303697416582676,2
Other,286,69.5837780149413,Palliative Care and Social Practice,D: Acceptable,SAGE,0.697,2.503845949816986,2
Other,287,69.47705442902881,Journal of Applied Communication Research,D: Acceptable,Taylor & Francis,0.696,2.498541191448729,2
Other,288,69.37033084311632,Philosophy of Science,D: Acceptable,Cambridge University Press,0.695,2.4932364330804733,2
Other,289,69.26360725720384,"Media, War and Conflict",D: Acceptable,SAGE,0.69,2.4667126412391918,2
Other,290,69.15688367129135,Archive for Mathematical Logic,D: Acceptable,Springer Nature,0.689,2.4614078828709354,2
Other,291,69.05016008537888,Continental Philosophy Review,D: Acceptable,Springer Nature,0.688,2.456103124502679,2
Other,291,69.05016008537888,Husserl Studies,D: Acceptable,Springer Nature,0.688,2.456103124502679,2
Other,292,68.94343649946639,Journal of Palliative Care,D: Acceptable,SAGE,0.684,2.434884091029654,2
Other,293,68.83671291355388,Wiener Klinische Wochenschrift,D: Acceptable,Springer Nature,0.682,2.4242745742931415,2
Other,294,68.7299893276414,Communication Research Reports,D: Acceptable,Taylor & Francis,0.68,2.4136650575566287,2
Other,295,68.62326574172893,Argumentation,D: Acceptable,Springer Nature,0.679,2.4083602991883724,2
Other,296,68.51654215581644,Journal of Communication Management,D: Acceptable,Emerald Publishing,0.676,2.392446024083603,2
Other,297,68.40981856990395,Language and Intercultural Communication,D: Acceptable,Taylor & Francis,0.674,2.381836507347091,2
Other,298,68.30309498399146,Written Communication,D: Acceptable,SAGE,0.672,2.371226990610578,2
Other,298,68.30309498399146,Communications,D: Acceptable,Walter de Gruyter,0.672,2.371226990610578,2
Other,299,68.19637139807897,American Journal of the Medical Sciences,D: Acceptable,Elsevier,0.671,2.3659222322423217,2
Other,300,68.08964781216649,SAGE Open Medicine,D: Acceptable,SAGE,0.668,2.3500079571375525,2
Other,300,68.08964781216649,BioMedicine (Taiwan),D: Acceptable,China Medical University,0.668,2.3500079571375525,2
Other,301,67.982924226254,International Journal of Listening,D: Acceptable,Taylor & Francis,0.665,2.334093682032784,2
Other,302,67.87620064034152,Language and Communication,D: Acceptable,Elsevier,0.664,2.3287889236645274,2
Other,303,67.76947705442903,Journal of Tropical Medicine,D: Acceptable,John Wiley & Sons,0.663,2.323484165296271,2
Other,303,67.76947705442903,Chronic Diseases and Translational Medicine,D: Acceptable,John Wiley & Sons,0.663,2.323484165296271,2
Other,303,67.76947705442903,Journal of Medicine and Philosophy (United Kingdom),D: Acceptable,Oxford University Press,0.663,2.323484165296271,2
Other,304,67.66275346851654,Lifetime Data Analysis,D: Acceptable,Springer Nature,0.66,2.307569890191502,2
Other,305,67.55602988260405,International Journal of Clinical Practice,D: Acceptable,John Wiley & Sons,0.659,2.302265131823246,2
Other,305,67.55602988260405,Journal of Investigative Medicine,D: Acceptable,SAGE,0.659,2.302265131823246,2
Other,305,67.55602988260405,Analytic Philosophy,D: Acceptable,John Wiley & Sons,0.659,2.302265131823246,2
Other,305,67.55602988260405,Journal of Academic Ethics,D: Acceptable,Springer Nature,0.659,2.302265131823246,2
Other,306,67.44930629669157,Nazhruna: Jurnal Pendidikan Islam,D: Acceptable,Institut Pesantren KH Abdul Chalim,0.657,2.291655615086733,2
Other,306,67.44930629669157,Reflective Practice,D: Acceptable,Taylor & Francis,0.657,2.291655615086733,2
Other,306,67.44930629669157,Research Ethics,D: Acceptable,SAGE,0.657,2.291655615086733,2
Other,307,67.34258271077908,Modeling Earth Systems and Environment,D: Acceptable,Springer Nature,0.654,2.2757413399819644,2
Other,307,67.34258271077908,Journal for General Philosophy of Science,D: Acceptable,Springer Nature,0.654,2.2757413399819644,2
Other,308,67.23585912486661,Scientific World Journal,D: Acceptable,John Wiley & Sons,0.653,2.270436581613708,2
Other,308,67.23585912486661,International Journal of Communication,D: Acceptable,University of Southern California,0.653,2.270436581613708,2
Other,309,67.12913553895412,Informatics,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.651,2.259827064877195,2
Other,309,67.12913553895412,Multilingua,D: Acceptable,Walter de Gruyter,0.651,2.259827064877195,2
Other,310,67.02241195304161,Communication Reports,D: Acceptable,Taylor & Francis,0.65,2.254522306508939,2
Other,311,66.91568836712914,Utilitas,D: Acceptable,Cambridge University Press,0.649,2.2492175481406824,2
Other,312,66.80896478121664,MedComm - Future Medicine,D: Acceptable,John Wiley & Sons,0.648,2.2439127897724265,2
Other,313,66.70224119530417,Journal of Thermal Biology,D: Acceptable,Elsevier,0.647,2.2386080314041696,2
Other,314,66.59551760939168,AJOB Empirical Bioethics,D: Acceptable,Taylor & Francis,0.643,2.2173889979311445,2
Other,314,66.59551760939168,Information Technology and Management,D: Acceptable,Springer Nature,0.643,2.2173889979311445,2
Other,314,66.59551760939168,Journal of Moral Philosophy,D: Acceptable,Brill,0.643,2.2173889979311445,2
Other,315,66.48879402347919,Topoi,D: Acceptable,Springer Nature,0.642,2.212084239562888,2
Other,316,66.3820704375667,Journal of Umm Al-Qura University for Applied Sciences,D: Acceptable,Springer Nature,0.64,2.201474722826376,2
Other,316,66.3820704375667,Journal of Aesthetics and Art Criticism,D: Acceptable,Oxford University Press,0.64,2.201474722826376,2
Other,317,66.27534685165422,British Journal of Aesthetics,D: Acceptable,Oxford University Press,0.638,2.190865206089863,2
Other,318,66.16862326574173,Skin therapy letter,D: Acceptable,"International Skin Therapy Newsletter, Inc.",0.637,2.1855604477216066,2
Other,318,66.16862326574173,Sleep Medicine: X,D: Acceptable,Elsevier,0.637,2.1855604477216066,2
Other,319,66.06189967982925,Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery,D: Acceptable,Chinese Society of Agricultural Machinery,0.635,2.174950930985094,2
Other,320,65.95517609391676,"Memory, Mind and Media",D: Acceptable,Cambridge University Press,0.634,2.1696461726168375,2
Other,320,65.95517609391676,Gender and Language,D: Acceptable,Equinox Publishing Ltd,0.634,2.1696461726168375,2
Other,321,65.84845250800426,International Journal of Agriculture and Biosciences,D: Acceptable,Unique Scientific Publishers,0.633,2.164341414248581,2
Other,322,65.74172892209178,GMS German Medical Science,D: Acceptable,Association of the Scientific Medical Societies in Germany,0.628,2.1378176224072996,2
Other,323,65.63500533617929,Advances in Biology and Earth Sciences,D: Acceptable,Jomard Publishing,0.625,2.1219033473025304,2
Other,323,65.63500533617929,PeerJ,D: Acceptable,PeerJ Inc.,0.625,2.1219033473025304,2
Other,324,65.52828175026681,Social Network Analysis and Mining,D: Acceptable,Springer Nature,0.624,2.1165985889342744,2
Other,325,65.42155816435432,Journal of Humanistic Psychology,D: Acceptable,SAGE,0.622,2.1059890721977617,2
Other,326,65.31483457844183,International Journal of Strategic Communication,D: Acceptable,Taylor & Francis,0.621,2.1006843138295053,2
Other,327,65.20811099252934,Photochemistry and Photobiology,D: Acceptable,John Wiley & Sons,0.619,2.090074797092993,2
Other,328,65.10138740661687,International Journal of Biostatistics,D: Acceptable,Walter de Gruyter,0.618,2.084770038724736,2
Other,329,64.99466382070437,BMC Proceedings,D: Acceptable,Springer Nature,0.616,2.0741605219882238,2
Other,330,64.8879402347919,Clinics,D: Acceptable,Universidade de Sao Paulo. Museu de Zoologia,0.612,2.052941488515198,2
Other,331,64.78121664887941,Indian Journal of Medical Research,D: Acceptable,Scientific Scholar,0.61,2.042331971778686,2
Other,331,64.78121664887941,Journal of Biomedical Research,D: Acceptable,Nanjing Medical University and Chungbuk National University Press,0.61,2.042331971778686,2
Other,332,64.6744930629669,Journal of Interactive Media in Education,D: Acceptable,Ubiquity Press,0.609,2.037027213410429,2
Other,333,64.56776947705443,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,D: Acceptable,Chinese Society of Agricultural Engineering,0.606,2.0211129383056603,2
Other,333,64.56776947705443,Kybernetes,D: Acceptable,Emerald Publishing,0.606,2.0211129383056603,2
Other,333,64.56776947705443,Perspectives in Clinical Research,D: Acceptable,Wolters Kluwer Health,0.606,2.0211129383056603,2
Other,334,64.46104589114195,Communication Studies,D: Acceptable,Taylor & Francis,0.604,2.0105034215691475,2
Other,335,64.35432230522946,Symbiosis,D: Acceptable,Springer Nature,0.602,1.999893904832635,2
Other,335,64.35432230522946,Ethical Theory and Moral Practice,D: Acceptable,Springer Nature,0.602,1.999893904832635,2
Other,336,64.24759871931697,Biomedical Reports,D: Acceptable,Spandidos Publications,0.598,1.9786748713596096,2
Other,337,64.14087513340448,Communication Education,D: Acceptable,Taylor & Francis,0.597,1.9733701129913535,2
Other,338,64.03415154749199,Javnost,D: Acceptable,Taylor & Francis,0.595,1.9627605962548405,2
Other,339,63.92742796157951,South African Journal of Science,D: Acceptable,Academy of Science of South Africa,0.592,1.9468463211500717,2
Other,340,63.82070437566703,Diachronica,D: Acceptable,John Benjamins Publishing Company,0.591,1.9415415627818153,2
Other,341,63.713980789754544,Contemporary Clinical Trials Communications,D: Acceptable,Elsevier,0.59,1.936236804413559,2
Other,342,63.607257203842046,Asian Journal of Communication,D: Acceptable,Taylor & Francis,0.588,1.9256272876770464,2
Other,343,63.500533617929555,MedEdPORTAL : the journal of teaching and learning resources,D: Acceptable,Association of American Medical Colleges,0.584,1.9044082542040213,2
Other,344,63.39381003201707,Current Medical Science,D: Acceptable,Huazhong University of Science and Technology,0.582,1.8937987374675083,2
Other,345,63.28708644610459,"Journal of Information, Communication and Ethics in Society",D: Acceptable,Emerald Publishing,0.578,1.8725797039944831,2
Other,345,63.28708644610459,Communication Quarterly,D: Acceptable,Taylor & Francis,0.578,1.8725797039944831,2
Other,346,63.180362860192105,Cleveland Clinic Journal of Medicine,D: Acceptable,Cleveland Clinic Educational Foundation,0.577,1.8672749456262268,2
Other,347,63.073639274279614,Journal of the British Society for Phenomenology,D: Acceptable,Taylor & Francis,0.575,1.856665428889714,2
Other,348,62.96691568836713,Journal of Agricultural Education and Extension,D: Acceptable,Taylor & Francis,0.574,1.8513606705214576,2
Other,348,62.96691568836713,"Communication, Culture and Critique",D: Acceptable,John Wiley & Sons,0.574,1.8513606705214576,2
Other,349,62.86019210245464,European Journal of Philosophy,D: Acceptable,John Wiley & Sons,0.573,1.8460559121532014,2
Other,350,62.753468516542156,Popular Communication,D: Acceptable,Taylor & Francis,0.572,1.840751153784945,2
Other,351,62.64674493062967,Journal of International and Intercultural Communication,D: Acceptable,Taylor & Francis,0.571,1.8354463954166886,2
Other,351,62.64674493062967,Visitor Studies,D: Acceptable,Taylor & Francis,0.571,1.8354463954166886,2
Other,351,62.64674493062967,Ratio,D: Acceptable,John Wiley & Sons,0.571,1.8354463954166886,2
Other,352,62.54002134471719,Asian Journal of Agriculture and Biology,D: Acceptable,Asian Journal of Agriculture and Biology,0.569,1.824836878680176,2
Other,353,62.4332977588047,Health Science Reports,D: Acceptable,John Wiley & Sons,0.567,1.8142273619436635,2
Other,353,62.4332977588047,Journalism and Communication Monographs,D: Acceptable,SAGE,0.567,1.8142273619436635,2
Other,354,62.3265741728922,Journal of Family Communication,D: Acceptable,Taylor & Francis,0.566,1.808922603575407,2
Other,354,62.3265741728922,Global Constitutionalism,D: Acceptable,Cambridge University Press,0.566,1.808922603575407,2
Other,355,62.21985058697972,Journal for the Theory of Social Behaviour,D: Acceptable,John Wiley & Sons,0.564,1.7983130868388943,2
Other,355,62.21985058697972,Psychiatrikē = Psychiatriki,D: Acceptable,Hellenike Psychiatrike Hetaireia,0.564,1.7983130868388943,2
Other,356,62.113127001067234,Historical Biology,D: Acceptable,Taylor & Francis,0.563,1.793008328470638,2
Other,356,62.113127001067234,Publishing Research Quarterly,D: Acceptable,Springer Nature,0.563,1.793008328470638,2
Other,357,62.00640341515475,Hypatia,D: Acceptable,Cambridge University Press,0.562,1.7877035701023822,2
Other,358,61.89967982924226,Public Relations Inquiry,D: Acceptable,SAGE,0.561,1.782398811734126,2
Other,359,61.792956243329776,Medical Science Monitor,D: Acceptable,"International Scientific Information, Inc.",0.56,1.7770940533658697,2
Other,360,61.686232657417285,Organic Agriculture,D: Acceptable,Springer Nature,0.559,1.7717892949976135,2
Other,361,61.5795090715048,Logic and Logical Philosophy,D: Acceptable,Nicolaus Copernicus University,0.557,1.7611797782611005,2
Other,362,61.47278548559232,Mathematical Biosciences,D: Acceptable,Elsevier,0.555,1.750570261524588,2
Other,363,61.366061899679835,Biosemiotics,D: Acceptable,Springer Nature,0.554,1.7452655031563316,2
Other,363,61.366061899679835,International Communication Gazette,D: Acceptable,SAGE,0.554,1.7452655031563316,2
Other,364,61.259338313767344,Reviews in Agricultural Science,D: Acceptable,Gifu University - United Graduate School of Agricultural Science,0.553,1.7399607447880754,2
Other,364,61.259338313767344,Nous-Supplement: Philosophical Issues,D: Acceptable,John Wiley & Sons,0.553,1.7399607447880754,2
Other,365,61.152614727854846,Journal of Media Business Studies,D: Acceptable,Taylor & Francis,0.552,1.734655986419819,2
Other,366,61.04589114194236,Journal of Bioethical Inquiry,D: Acceptable,Springer Nature,0.551,1.7293512280515628,2
Other,367,60.939167556029886,Journal of Social Ontology,D: Acceptable,University of Vienna,0.549,1.71874171131505,2
Other,368,60.8324439701174,Disease-a-Month,D: Acceptable,Elsevier,0.548,1.7134369529467939,2
Other,368,60.8324439701174,Advances in Medical Education and Practice,D: Acceptable,Dove Medical Press,0.548,1.7134369529467939,2
Other,369,60.72572038420492,Journal of Crop Health,D: Acceptable,Springer Nature,0.546,1.7028274362102809,2
Other,370,60.61899679829242,Iraqi Journal of Agricultural Sciences,D: Acceptable,"University of Baghdad, College of Agriculture",0.545,1.6975226778420247,2
Other,371,60.51227321237993,Global Journal of Environmental Science and Management,D: Acceptable,GJESM Publication,0.544,1.6922179194737683,2
Other,371,60.51227321237993,"Ethics, Policy and Environment",D: Acceptable,Taylor & Francis,0.544,1.6922179194737683,2
Other,371,60.51227321237993,Journal of Social Philosophy,D: Acceptable,John Wiley & Sons,0.544,1.6922179194737683,2
Other,372,60.40554962646745,Irish Journal of Medical Science,D: Acceptable,Springer Nature,0.543,1.6869131611055121,2
Other,373,60.298826040554964,BioImpacts,D: Acceptable,Tabriz University of Medical Sciences,0.542,1.6816084027372558,2
Other,373,60.298826040554964,Journal of Media Literacy Education,D: Acceptable,National Association for Media Literacy Education,0.542,1.6816084027372558,2
Other,374,60.19210245464248,Clinics and Practice,D: Acceptable,Multidisciplinary Digital Publishing Institute (MDPI),0.54,1.6709988860007432,2
Other,374,60.19210245464248,"Philosophy, Psychiatry and Psychology",D: Acceptable,Johns Hopkins University Press,0.54,1.6709988860007432,2
Other,375,60.08537886872999,Teoria de la Educacion,D: Acceptable,"Universidad de Salamanca, Facultad de EducaciOn",0.539,1.6656941276324868,2
Other,376,59.97865528281749,Italian Journal of Agronomy,D: Acceptable,Elsevier,0.538,1.6603893692642302,2
Other,377,59.87193169690501,Journal of Continuing Education in the Health Professions,D: Acceptable,Wolters Kluwer Health,0.537,1.6550846108959743,2
Other,377,59.87193169690501,F1000Research,D: Acceptable,Taylor & Francis,0.537,1.6550846108959743,2
Other,377,59.87193169690501,Social Semiotics,D: Acceptable,Taylor & Francis,0.537,1.6550846108959743,2
Other,378,59.76520811099253,Future Science OA,D: Acceptable,Taylor & Francis,0.536,1.6497798525277176,2
Other,378,59.76520811099253,Frontiers in Communication,D: Acceptable,Frontiers Media S.A.,0.536,1.6497798525277176,2
Other,379,59.65848452508005,Polar Geography,D: Acceptable,Taylor & Francis,0.535,1.6444750941594612,2
Other,380,59.551760939167565,Polar Biology,D: Acceptable,Springer Nature,0.534,1.639170335791205,2
Other,381,59.44503735325507,Network Science,D: Acceptable,Cambridge University Press,0.533,1.6338655774229487,2
Other,381,59.44503735325507,Women and Health,D: Acceptable,Taylor & Francis,0.533,1.6338655774229487,2
Other,381,59.44503735325507,Human Studies,D: Acceptable,Springer Nature,0.533,1.6338655774229487,2
Other,381,59.44503735325507,Philosophical Explorations,D: Acceptable,Taylor & Francis,0.533,1.6338655774229487,2
Other,382,59.33831376734258,Journal of Theoretical Biology,D: Acceptable,Elsevier,0.532,1.6285608190546925,2
Other,382,59.33831376734258,Asian Journal of Business Ethics,D: Acceptable,Springer Nature,0.532,1.6285608190546925,2
Other,382,59.33831376734258,British Journal for the History of Philosophy,D: Acceptable,Taylor & Francis,0.532,1.6285608190546925,2
Other,383,59.23159018143009,Journal of Biological Education,D: Acceptable,Taylor & Francis,0.531,1.6232560606864361,2
Other,383,59.23159018143009,"Law, Probability and Risk",D: Acceptable,Oxford University Press,0.531,1.6232560606864361,2
Other,384,59.12486659551761,Scientifica,D: Acceptable,John Wiley & Sons,0.53,1.6179513023181795,2
Other,384,59.12486659551761,Journal of Clinical Medicine Research,D: Acceptable,Elmer Press,0.53,1.6179513023181795,2
Other,384,59.12486659551761,Global Media and Communication,D: Acceptable,SAGE,0.53,1.6179513023181795,2
Other,385,59.018143009605126,JMIR Research Protocols,D: Acceptable,JMIR Publications Inc.,0.527,1.6020370272134106,2
Other,386,58.911419423692635,International Journal of Agricultural and Biological Engineering,D: Acceptable,Chinese Society of Agricultural Engineering,0.525,1.591427510476898,2
Other,387,58.80469583778015,Journal of Librarianship and Scholarly Communication,D: Acceptable,Iowa State University Digital Press,0.524,1.5861227521086418,2
Other,388,58.69797225186766,Mathematical Population Studies,D: Acceptable,Taylor & Francis,0.523,1.5808179937403855,2
Other,388,58.69797225186766,Pragmatics,D: Acceptable,International Pragmatics Association,0.523,1.5808179937403855,2
Other,389,58.59124866595518,Communication Review,D: Acceptable,Taylor & Francis,0.522,1.575513235372129,2
Other,389,58.59124866595518,Communication and the Public,D: Acceptable,SAGE,0.522,1.575513235372129,2
Other,390,58.484525080042694,Journal of Biosciences,D: Acceptable,Springer Nature,0.521,1.570208477003873,2
Other,391,58.37780149413021,Deutsches Arzteblatt International,D: Acceptable,Deutscher Arzte-Verlag GmbH,0.52,1.5649037186356165,2
Other,392,58.27107790821772,Cryobiology,D: Acceptable,Elsevier,0.519,1.5595989602673601,2
Other,392,58.27107790821772,International Journal of Children's Spirituality,D: Acceptable,Taylor & Francis,0.519,1.5595989602673601,2
Other,392,58.27107790821772,Bulletin of Symbolic Logic,D: Acceptable,Cambridge University Press,0.519,1.5595989602673601,2
Other,393,58.16435432230522,Journal of Microbiology and Biology Education,D: Acceptable,American Society for Microbiology,0.518,1.554294201899104,2
Other,394,58.05763073639274,Public Integrity,D: Acceptable,Taylor & Francis,0.517,1.5489894435308473,2
Other,394,58.05763073639274,"International Journal of Science Education, Part B: Communication and Public Engagement",D: Acceptable,Taylor & Francis,0.517,1.5489894435308473,2
Other,395,57.950907150480255,Information and Communications Technology Law,D: Acceptable,Taylor & Francis,0.516,1.5436846851625912,2
Other,396,57.84418356456777,Eastern Mediterranean Health Journal,D: Acceptable,World Health Organization,0.514,1.5330751684260786,2
Other,397,57.73745997865528,Environmental Values,D: Acceptable,SAGE,0.511,1.5171608933213094,2
Other,398,57.6307363927428,Perspectives in Health Information Management,D: Acceptable,American Health Information Management Association,0.51,1.5118561349530533,2
Other,398,57.6307363927428,Critical Review of International Social and Political Philosophy,D: Acceptable,Taylor & Francis,0.51,1.5118561349530533,2
Other,399,57.52401280683031,Informal Logic,D: Acceptable,University of Windsor,0.509,1.5065513765847967,2
Other,400,57.41728922091782,Dao,D: Acceptable,Springer Nature,0.506,1.4906371014800277,2
Other,401,57.31056563500534,Global Bioethics,D: Acceptable,Taylor & Francis,0.505,1.4853323431117715,2
Other,401,57.31056563500534,BMJ Innovations,D: Acceptable,BMJ Publishing Group,0.505,1.4853323431117715,2
Other,401,57.31056563500534,Acta Biomedica,D: Acceptable,Mattioli 1885,0.505,1.4853323431117715,2
Other,402,57.203842049092856,Online Journal of Communication and Media Technologies,D: Acceptable,Bastas,0.503,1.4747228263752588,2
Other,403,57.097118463180365,Minerva Medica,D: Acceptable,Edizioni Minerva Medica,0.502,1.4694180680070024,2
Other,404,56.99039487726787,Visual Communication,D: Acceptable,SAGE,0.501,1.4641133096387462,2
Other,405,56.883671291355384,Panminerva Medica,D: Acceptable,Edizioni Minerva Medica,0.5,1.4588085512704898,2
Other,405,56.883671291355384,Sao Paulo Medical Journal,D: Acceptable,Associacao Paulista de Medicina,0.5,1.4588085512704898,2
Other,405,56.883671291355384,International Journal of Sport Communication,D: Acceptable,Human Kinetics Publishers Inc.,0.5,1.4588085512704898,2
Other,406,56.77694770544291,Cambridge Quarterly of Healthcare Ethics,D: Acceptable,Cambridge University Press,0.499,1.4535037929022336,2
Other,407,56.670224119530424,Hastings Center Report,D: Acceptable,John Wiley & Sons,0.498,1.448199034533977,2
Other,407,56.670224119530424,Brazilian Journal of Medical and Biological Research,D: Acceptable,Associacao Brasileira de Divulgacao Cientifica,0.498,1.448199034533977,2
Other,407,56.670224119530424,Newspaper Research Journal,D: Acceptable,SAGE,0.498,1.448199034533977,2
Other,408,56.563500533617926,Swiss Medical Weekly,D: Acceptable,SMW supporting association,0.497,1.4428942761657209,2
Other,409,56.45677694770544,GMS Journal for Medical Education,D: Acceptable,German Medical Science GMS Publishing House,0.495,1.4322847594292083,2
Other,409,56.45677694770544,Stem Cell Research,D: Acceptable,Elsevier,0.495,1.4322847594292083,2
Other,409,56.45677694770544,The Iowa orthopaedic journal,D: Acceptable,University of Iowa,0.495,1.4322847594292083,2
Other,409,56.45677694770544,Modern Intellectual History,D: Acceptable,Cambridge University Press,0.495,1.4322847594292083,2
Other,410,56.35005336179295,Speech Communication,D: Acceptable,Elsevier,0.493,1.4216752426926955,2
Other,410,56.35005336179295,Upsala Journal of Medical Sciences,D: Acceptable,Upsala Medical Society,0.493,1.4216752426926955,2
Other,411,56.24332977588047,Journal of Consciousness Studies,D: Acceptable,Imprint Academic,0.492,1.4163704843244391,2
Other,412,56.136606189967985,"Journal of Management, Spirituality and Religion",D: Acceptable,"International Association of Management, Spirituality and Religion",0.491,1.411065725956183,2
Other,412,56.136606189967985,International Journal for Philosophy of Religion,D: Acceptable,Springer Nature,0.491,1.411065725956183,2
Other,413,56.0298826040555,International Journal of Ethics and Systems,D: Acceptable,Emerald Publishing,0.489,1.4004562092196702,2
Other,414,55.92315901814301,Journal of Empirical Research on Human Research Ethics,D: Acceptable,SAGE,0.488,1.3951514508514138,2
Other,414,55.92315901814301,International Journal of Data and Network Science,D: Acceptable,Growing Science,0.488,1.3951514508514138,2
Other,414,55.92315901814301,Filosofia Theoretica,D: Acceptable,Calabar School of Philosophy,0.488,1.3951514508514138,2
Other,415,55.81643543223051,Archiv fur Geschichte der Philosophie,D: Acceptable,Walter de Gruyter,0.486,1.3845419341149012,2
Other,416,55.70971184631803,Journal of Applied Philosophy,D: Acceptable,John Wiley & Sons,0.481,1.3580181422736195,2
Other,417,55.60298826040555,Journal of Taibah University Medical Sciences,D: Acceptable,Elsevier,0.48,1.3527133839053633,2
Other,417,55.60298826040555,Open Medicine (Poland),D: Acceptable,Walter de Gruyter,0.48,1.3527133839053633,2
Other,418,55.49626467449307,Foundations of Physics,D: Acceptable,Springer Nature,0.478,1.3421038671688506,2
Other,419,55.38954108858057,Revista Clinica Espanola,D: Acceptable,Sociedad Espanola de Medicina Interna (SEMI),0.477,1.3367991088005942,2
Other,419,55.38954108858057,Medical Humanities,D: Acceptable,BMJ Publishing Group,0.477,1.3367991088005942,2
Other,420,55.28281750266809,Religious Studies,D: Acceptable,Cambridge University Press,0.475,1.3261895920640814,2
Other,421,55.1760939167556,Clinical Teacher,D: Acceptable,John Wiley & Sons,0.474,1.320884833695825,2
Other,422,55.069370330843114,Journal of Science Communication,D: Acceptable,International School for Advance Studies,0.472,1.3102753169593124,2
Other,423,54.96264674493063,Information Polity,D: Acceptable,SAGE,0.471,1.304970558591056,2
Other,424,54.85592315901815,Integrative Psychological and Behavioral Science,D: Acceptable,Springer Nature,0.47,1.2996658002227996,2
Other,424,54.85592315901815,Women's Studies in Communication,D: Acceptable,Taylor & Francis,0.47,1.2996658002227996,2
Other,425,54.749199573105656,Medicine (United States),D: Acceptable,Wolters Kluwer Health,0.469,1.2943610418545435,2
Other,425,54.749199573105656,Communication and Critical/ Cultural Studies,D: Acceptable,Taylor & Francis,0.469,1.2943610418545435,2
Other,426,54.642475987193166,Journal of Taibah University for Science,D: Acceptable,Taylor & Francis,0.468,1.2890562834862875,2
Other,427,54.53575240128068,Journal of Communication Inquiry,D: Acceptable,SAGE,0.466,1.2784467667497748,2
Other,427,54.53575240128068,Acta Analytica,D: Acceptable,Springer Nature,0.466,1.2784467667497748,2
Other,428,54.4290288153682,Philosophia Mathematica,D: Acceptable,Oxford University Press,0.465,1.2731420083815184,2
Other,429,54.322305229455715,Apeiron,D: Acceptable,Walter de Gruyter,0.463,1.2625324916450056,2
Other,429,54.322305229455715,Critical Studies in Media Communication,D: Acceptable,Taylor & Francis,0.463,1.2625324916450056,2
Other,430,54.21558164354322,Communication Research and Practice,D: Acceptable,Taylor & Francis,0.462,1.2572277332767494,2
Other,431,54.10885805763074,South African Journal of Communication Disorders,D: Acceptable,AOSIS (Pty) Ltd,0.461,1.251922974908493,2
Other,432,54.00213447171824,Tohoku Journal of Experimental Medicine,D: Acceptable,Tohoku University Medical Press,0.46,1.2466182165402369,2
Other,433,53.89541088580576,Personalized Medicine,D: Acceptable,Taylor & Francis,0.459,1.2413134581719802,2
Other,433,53.89541088580576,Human Geography (United Kingdom),D: Acceptable,SAGE,0.459,1.2413134581719802,2
Other,434,53.788687299893276,Bratislava Medical Journal,D: Acceptable,Springer Nature,0.458,1.236008699803724,2
Other,434,53.788687299893276,Journal of Communication in Healthcare,D: Acceptable,Taylor & Francis,0.458,1.236008699803724,2
Other,435,53.68196371398079,Croatian Medical Journal,D: Acceptable,Medicinska Naklada Zagreb,0.457,1.2307039414354677,2
Other,436,53.5752401280683,Revista Espanola de la Transparencia,D: Acceptable,Association of Professionals and Researchers of Transparency,0.455,1.2200944246989551,2
Other,436,53.5752401280683,New Zealand Medical Journal,D: Acceptable,Pasifika Medical Association Group,0.455,1.2200944246989551,2
Other,436,53.5752401280683,Communication and Society,D: Acceptable,Universidad de Navarra,0.455,1.2200944246989551,2
Other,437,53.46851654215581,Acta Biotheoretica,D: Acceptable,Springer Nature,0.454,1.2147896663306987,2
Other,437,53.46851654215581,Animal Science Journal,D: Acceptable,John Wiley & Sons,0.454,1.2147896663306987,2
Other,438,53.36179295624333,Rendiconti Lincei,D: Acceptable,Springer Nature,0.451,1.1988753912259298,2
Other,439,53.255069370330844,Danish Medical Journal,D: Acceptable,Almindelige Danske Laegeforening,0.448,1.1829611161211606,2
Other,440,53.14834578441836,Ethiopian journal of health sciences,D: Acceptable,"Research and publications office, Jimma University",0.447,1.1776563577529044,2
