Source title,CiteScore,SNIP,SJR,PC1_score,impact_index,tier
AStA Advances in Statistical Analysis,2.9,1.419,0.59,0.015548220818989678,3.240499982587339,C: Acceptable
Infant Behavior and Development,4,0.877,0.874,0.014812230443833922,3.237805013741555,C: Acceptable
Journal of Behavioral Education,3.6,1.167,0.678,0.014190271236301528,3.235527591720521,C: Acceptable
Journal of Mathematical Psychology,3.6,1.101,0.742,0.013677562053841116,3.2336502094607518,C: Acceptable
Asian Journal of Business Ethics,4.4,1.129,0.532,0.012043006545538663,3.2276649733485985,C: Acceptable
JASSS,4.3,1.094,0.586,0.010292260936044836,3.2212542850655077,C: Acceptable
Journal of Language and Politics,3.6,1.134,0.704,0.010262893753279944,3.2211467515361143,C: Acceptable
Philosophical Psychology,3,1.164,0.809,0.01002167252739281,3.2202634741038927,C: Acceptable
Journal of Child and Family Studies,3.3,1.021,0.882,0.009991531703526898,3.2201531077403542,C: Acceptable
Al-Istinbath: Jurnal Hukum Islam,3.2,1.078,0.847,0.009085255258687797,3.2168346040384646,C: Acceptable
eTropic,2.4,1.697,0.416,0.007421221093966275,3.210741426214916,C: Acceptable
Neuropsychologia,4.3,0.819,0.849,0.0059125697974764515,3.205217212338707,C: Acceptable
Acta Psychologica,3.3,1.042,0.854,0.005482455490211837,3.203642266935435,C: Acceptable
Journal of Mathematical Sociology,3.5,1.027,0.823,0.005004886410421311,3.2018935568500986,C: Acceptable
Journal of Multi-Criteria Decision Analysis,4.6,1.02,0.581,0.004012304063561168,3.1982590276606415,C: Acceptable
Social Science Journal,5.3,0.906,0.535,0.003615139653538882,3.1968047345777495,C: Acceptable
Comprehensive Psychoneuroendocrinology,4.7,0.811,0.763,0.0034967689690308004,3.1963712977859493,C: Acceptable
Apeiron,1.1,1.939,0.463,0.0028504659128143215,3.1940047361293926,C: Acceptable
Frontiers in Sociology,3.8,1.069,0.707,5.345402308365743e-4,3.185524533435492,C: Acceptable
Victims and Offenders,3.5,1.091,0.752,3.2605652613099016e-5,3.1836866044399557,C: Acceptable
"Journal of Aggression, Maltreatment and Trauma",3.7,0.998,0.796,-0.0014402433737597815,3.178293487390323,C: Acceptable
Journal of Aging and Social Policy,4.6,0.947,0.643,-0.0019315340656220787,3.1764945330106373,C: Acceptable
Democracy and Security,1.8,1.95,0.286,-0.00256424622764226,3.174177737000049,C: Acceptable
Rivista Italiana di Scienza Politica,3.9,0.976,0.768,-0.004289755657113807,3.1678594557935202,C: Acceptable
World Development Perspectives,4.3,0.989,0.665,-0.00448442406392404,3.1671466403691326,C: Acceptable
International Journal of Public Opinion Research,3.6,1.016,0.794,-0.005597426960733724,3.163071168415393,C: Acceptable
International Journal of Sexual Health,4,0.954,0.764,-0.006207854761622091,3.160835970834655,C: Acceptable
Social Science Quarterly,3.2,1.032,0.867,-0.0063269894651205106,3.1603997364419,C: Acceptable
International Journal of Aging and Human Development,4,0.925,0.792,-0.0065072981476887665,3.1597395018810293,C: Acceptable
Religion,2.9,1.48,0.493,-0.007135020653015683,3.1574409764481457,C: Acceptable
Journal of Women and Minorities in Science and Engineering,3.5,1.151,0.681,-0.007343934904886068,3.15667599715054,C: Acceptable
Cultural Studies,3.8,1.128,0.633,-0.009278576722481034,3.1495919378989963,C: Acceptable
Training and Education in Professional Psychology,4.4,0.92,0.7,-0.010790927018157594,3.144054179433203,C: Acceptable
Canadian Journal of Sociology,3,1.567,0.377,-0.012062800862716173,3.1393969712650573,C: Acceptable
Mobilization,2.8,1.345,0.64,-0.01209140643201833,3.1392922265283216,C: Acceptable
Global Discourse,5.4,0.963,0.43,-0.012614380418892953,3.137377257733405,C: Acceptable
Early Years,3,1.347,0.592,-0.012752102889864196,3.136872960692084,C: Acceptable
International Journal of Strategic Communication,4.3,1.02,0.621,-0.0127722451561219,3.1367992059503367,C: Acceptable
Hypatia,1.9,1.629,0.562,-0.012886363742122561,3.136381339026558,C: Acceptable
Qudus International Journal of Islamic Studies,4,1.172,0.537,-0.014062728417902102,3.1320738558589483,C: Acceptable
"Psychology, Crime and Law",3.6,1.164,0.633,-0.015145595301901332,3.1281087326521515,C: Acceptable
Journal for the Theory of Social Behaviour,3.3,1.3,0.564,-0.01687556053296712,3.121774135679976,C: Acceptable
Politische Vierteljahresschrift,3.3,1.091,0.768,-0.01768335674591571,3.118816236091713,C: Acceptable
Journal of Developmental and Life-Course Criminology,3.3,1.148,0.712,-0.01768553492370503,3.1188082602791467,C: Acceptable
Quarterly Journal of Experimental Psychology,3.5,0.977,0.834,-0.018318152450764784,3.116491810792478,C: Acceptable
Child and Youth Care Forum,3.8,0.881,0.86,-0.01885458661396033,3.1145275549999747,C: Acceptable
Central Asian Survey,3.4,1.349,0.49,-0.018946648597192667,3.114190452525449,C: Acceptable
"Drugs: Education, Prevention and Policy",4.3,0.933,0.692,-0.021624458246536568,3.1043851428046603,C: Acceptable
SSM - Qualitative Research in Health,3.3,0.882,0.966,-0.022162175850655597,3.102416187448928,C: Acceptable
Revista de Indias,0.7,2.167,0.287,-0.022800777217290524,3.1000778269947005,C: Acceptable
Journal for General Philosophy of Science,2.8,1.309,0.654,-0.02516402454839055,3.091424347075417,C: Acceptable
Asian Studies Review,3.1,1.239,0.653,-0.02659237302665555,3.0861941772528394,C: Acceptable
"Culture, Medicine and Psychiatry",3.7,1.054,0.698,-0.027740646744010715,3.081989554476285,C: Acceptable
Health and Human Rights,3.9,0.966,0.735,-0.0304910310611932,3.071918498795467,C: Acceptable
Journal of Latinx Psychology,4.3,0.851,0.751,-0.03481339237092012,3.056091350149032,C: Acceptable
Psychology in the Schools,3.3,1.015,0.814,-0.035219784102977325,3.0546032694701957,C: Acceptable
Frontiers in Human Dynamics,4,1.044,0.628,-0.03532186148251132,3.054229493715798,C: Acceptable
Global Social Policy,3.9,1.188,0.509,-0.035329807769150394,3.054200396874786,C: Acceptable
Human Nature,4.1,0.931,0.716,-0.03564785335585581,3.0530358124228103,C: Acceptable
New Perspectives on Turkey,2.5,1.432,0.583,-0.03593150842571565,3.0519971553940968,C: Acceptable
Cross Cultural and Strategic Management,4.4,0.87,0.707,-0.036561314473871294,3.0496910006725675,C: Acceptable
Current Research in Ecological and Social Psychology,3.5,0.896,0.882,-0.03763623026017619,3.0457549919233773,C: Acceptable
Journal of International Migration and Integration,3.3,1.104,0.721,-0.03862585838261841,3.042131280188928,C: Acceptable
Revista de Ciencia Politica,2.7,1.29,0.673,-0.03871203116123615,3.0418157421580396,C: Acceptable
Irish Journal of Psychological Medicine,4.8,0.783,0.699,-0.03873794875292676,3.041720839962954,C: Acceptable
Journal of Professional Capital and Community,3.2,1.143,0.704,-0.03933823525069307,3.039522776693876,C: Acceptable
Society and Natural Resources,4.1,0.914,0.726,-0.039747586018223535,3.0380238609434373,C: Acceptable
Metacritic Journal for Comparative Studies and Theory,1.2,1.58,0.723,-0.0401015140768402,3.0367278859907505,C: Acceptable
Annals of Regional Science,3.8,1.019,0.689,-0.04053177594067411,3.0351524002810137,C: Acceptable
Omega: Journal of Death and Dying,4.6,0.963,0.563,-0.04126146675740865,3.0324804984674363,C: Acceptable
Journal of Progressive Human Services,4.3,1.019,0.571,-0.0439651675376387,3.0225803834428344,C: Acceptable
AlterNative,2.7,1.375,0.579,-0.04513420238920026,3.0182997398217446,C: Acceptable
Lithic Technology,3,1.133,0.749,-0.04532156983812475,3.0176136582443074,C: Acceptable
"International Journal of Society, Culture and Language",3.4,1.368,0.428,-0.0454603177638371,3.017105606305268,C: Acceptable
Journal of Experimental Psychology: Animal Learning and Cognition,2.9,1.04,0.862,-0.04583569077385633,3.0157311065812253,C: Acceptable
Slavic Review,1.8,1.731,0.429,-0.04670475800636275,3.01254885149263,C: Acceptable
Exceptionality,3.2,1.245,0.588,-0.04900271959987186,3.0041344277279105,C: Acceptable
"Regional Studies, Regional Science",3.6,0.964,0.771,-0.050925058775249284,2.99709541694251,C: Acceptable
Journal of Lesbian Studies,2.6,1.445,0.521,-0.052298888903577055,2.992064876435158,C: Acceptable
"International Journal of Disability, Development and Education",3.8,1.17,0.521,-0.05255960947249653,2.9911101984469517,C: Acceptable
International Journal of Comparative Sociology,2.7,1.295,0.645,-0.05283814657331516,2.9900902818360278,C: Acceptable
EURO Journal on Decision Processes,4.7,0.884,0.595,-0.055414130656765155,2.9806578258060643,C: Acceptable
Journal of Early Intervention,3.5,1.105,0.646,-0.05640722280344775,2.9770214298875226,C: Acceptable
Europe's Journal of Psychology,3.6,1.006,0.719,-0.057495862607352066,2.9730351680356857,C: Acceptable
Journal of Sport and Exercise Psychology,3.6,0.967,0.756,-0.05829942115495926,2.9700927854656602,C: Acceptable
Visual Cognition,4.1,0.788,0.819,-0.058580914885723596,2.969062042591431,C: Acceptable
International Communication Gazette,3.4,1.215,0.554,-0.06033177437439899,2.9626509373180405,C: Acceptable
Journal of China Tourism Research,4.7,0.913,0.558,-0.060621221608385276,2.9615910711779074,C: Acceptable
International Journal of Offender Therapy and Comparative Criminology,4.2,0.983,0.601,-0.06100106966422015,2.960200185221838,C: Acceptable
Advanced Theory and Simulations,5.3,0.72,0.612,-0.061071480587435466,2.95994236222459,C: Acceptable
Evaluation Review,5,0.949,0.454,-0.06135591170392397,2.9589008635534344,C: Acceptable
Economics and Sociology,5.4,0.843,0.468,-0.06149236276160991,2.958401222033856,C: Acceptable
Applied Corpus Linguistics,2.6,1.247,0.7,-0.061790899383172546,2.957308073371054,C: Acceptable
Infancia y Aprendizaje,3.2,1.333,0.479,-0.06279925320754595,2.9536157939147656,C: Acceptable
Religion and Education,1.7,1.681,0.472,-0.06420168649964825,2.9484805174789757,C: Acceptable
Geriatrics and Gerontology International,4.1,0.835,0.763,-0.0645937425627402,2.947044929580682,C: Acceptable
British Journal for the History of Science,1.3,1.822,0.422,-0.06505409954541402,2.94535924486506,C: Acceptable
Journal of Contemporary East Asia Studies,3.9,1.258,0.39,-0.06606388196175239,2.9416617343473765,C: Acceptable
International Journal of Design,3.6,1.197,0.515,-0.06750723549301267,2.936376620667221,C: Acceptable
i-Perception,4.2,0.954,0.618,-0.06803072168523756,2.934459776334921,C: Acceptable
Health Security,4.8,0.768,0.665,-0.06855638605525165,2.9325349561900564,C: Acceptable
Journal of Early Childhood Teacher Education,3.1,1.222,0.601,-0.06862600890419988,2.9322800188767384,C: Acceptable
Journal of Intellectual and Developmental Disability,3.2,1.225,0.57,-0.07203708727370044,2.9197897061679803,C: Acceptable
AJOB Empirical Bioethics,3.5,1.082,0.643,-0.07206722809756627,2.9196793398044427,C: Acceptable
Journal of Contemporary Ethnography,3.5,1.222,0.504,-0.07296349876821444,2.916397474149236,C: Acceptable
Journal of Developmental and Behavioral Pediatrics,3.5,0.915,0.804,-0.07393929380493074,2.9128244148911375,C: Acceptable
European Journal of Social Security,2.7,1.283,0.621,-0.07473501753955311,2.909910720980121,C: Acceptable
NORMA,3.3,1.146,0.62,-0.07517668249768336,2.908293480670173,C: Acceptable
Porn Studies,2.9,1.132,0.722,-0.07619491618942774,2.904565024198989,C: Acceptable
International Journal of Sociology,3.5,1.195,0.525,-0.07634367229485879,2.90402032540497,C: Acceptable
International Journal of Sociology and Social Policy,4.2,1.042,0.517,-0.07693255810385648,2.901864007927806,C: Acceptable
International Sport Coaching Journal,3.2,1.016,0.766,-0.07773958067570406,2.8989089411736875,C: Acceptable
Journal of Behavior Therapy and Experimental Psychiatry,3.5,0.845,0.866,-0.07807993708434585,2.8976626614005885,C: Acceptable
Ethical Theory and Moral Practice,2.4,1.365,0.602,-0.07833063263485275,2.8967446919254445,C: Acceptable
International Journal of Adolescence and Youth,2.8,1.126,0.745,-0.07948172985875038,2.8925297303422632,C: Acceptable
Russian Language Studies,1.5,1.333,0.833,-0.08000443519329113,2.8906157452690016,C: Acceptable
Geneses,0.7,2.226,0.135,-0.08033719176389452,2.8893972937494197,C: Acceptable
"Journal of Information, Communication and Ethics in Society",5.1,0.766,0.578,-0.08173031272111234,2.884296116200303,C: Acceptable
Journal of Ethnic and Cultural Diversity in Social Work,3.6,1.08,0.606,-0.08215465410847185,2.882742309442071,C: Acceptable
Human Movement Science,3.5,1.094,0.614,-0.08259772600881794,2.881119917345405,C: Acceptable
Frontiers in Research Metrics and Analytics,4.2,0.972,0.576,-0.08290871282916724,2.8799811799099957,C: Acceptable
Journal of Bioethical Inquiry,4.3,0.967,0.551,-0.08745728790625847,2.8633257064972133,C: Acceptable
International Review of Social History,1.2,1.788,0.438,-0.08945359185299655,2.856015859623148,C: Acceptable
"Psychiatry, Psychology and Law",3,1.23,0.581,-0.08980691066577504,2.85472211554006,C: Acceptable
Children's Literature in Education,1.8,1.667,0.421,-0.09006761199047296,2.8537675080182336,C: Acceptable
International Journal of Social Economics,4.3,1.017,0.49,-0.09472610647666634,2.8367095437671512,C: Acceptable
Personal Relationships,2.8,1.003,0.84,-0.09528818957921845,2.8346513695012185,C: Acceptable
Zeitschrift fur Padagogische Psychologie,4.6,0.849,0.586,-0.0957106166300674,2.833104572450492,C: Acceptable
Sport in Society,3.6,1.085,0.575,-0.09811628096644649,2.824295774592798,C: Acceptable
American Journal of Human Biology,4.3,0.821,0.676,-0.09873312701599311,2.8220370753729593,C: Acceptable
Journal of Numerical Cognition,3.9,0.741,0.844,-0.09904039559293407,2.820911952993514,C: Acceptable
Journal of Loss and Trauma,4.6,0.808,0.612,-0.10444651371247067,2.8011164225075396,C: Acceptable
European Journal of STEM Education,3,1.229,0.557,-0.10509206718286275,2.798752605602154,C: Acceptable
Gender and Language,3.4,1.059,0.634,-0.10515093467179566,2.798537051086689,C: Acceptable
Distinktion,3.5,1.201,0.472,-0.105164651472812,2.7984868244089354,C: Acceptable
Forest and Society,5.1,0.825,0.477,-0.1080630326874907,2.787873849918458,C: Acceptable
Australian Psychologist,3.5,0.846,0.816,-0.1080707295660171,2.787845666332723,C: Acceptable
Systems Research and Behavioral Science,4.3,1.019,0.465,-0.10881990529261781,2.7851024168129466,C: Acceptable
Review of Economics and Political Science,4.8,0.964,0.406,-0.10921347736605204,2.7836612777542307,C: Acceptable
Peabody Journal of Education,3.1,1.116,0.633,-0.11276010483978972,2.770674626200123,C: Acceptable
Methodological Innovations,3.4,1.064,0.616,-0.11315867859755574,2.7692151725222143,C: Acceptable
Child and Family Social Work,2.9,1.14,0.653,-0.11360315984564547,2.767587619830532,C: Acceptable
Journal of Studies on Alcohol and Drugs,3.6,0.79,0.838,-0.11451727110346951,2.7642404274696335,C: Acceptable
Journal of Psychoeducational Assessment,3.3,0.998,0.701,-0.1145754860470661,2.7640272623731215,C: Acceptable
Complex Psychiatry,4,0.614,0.919,-0.11573517969741118,2.759780823338274,C: Acceptable
Comparative Politics,2.9,1.097,0.691,-0.11619914104431173,2.7580819405569876,C: Acceptable
Brain and Cognition,4,0.792,0.743,-0.11642895677037479,2.757240426533275,C: Acceptable
Whiteness and Education,3.2,1.179,0.542,-0.1168175151318389,2.7558176461352386,C: Acceptable
Journal of Gay and Lesbian Social Services,3.9,1.004,0.554,-0.11839308686649928,2.750048390337146,C: Acceptable
Ethnography,2.9,1.198,0.588,-0.11851080741119888,2.7496173341560013,C: Acceptable
Behaviormetrika,3.7,1.154,0.45,-0.11936976461244311,2.746472098871199,C: Acceptable
Child Neuropsychology,3.9,0.907,0.647,-0.11979553218623996,2.744913069859869,C: Acceptable
Reading Psychology,2.7,1.11,0.717,-0.11998288760752605,2.7442270323239186,C: Acceptable
Alternatives,2.5,1.296,0.578,-0.12073552735836716,2.7414710986200497,C: Acceptable
"Language, Cognition and Neuroscience",3.3,0.87,0.815,-0.1217623646931422,2.7377111382723056,C: Acceptable
HEC Forum,4.4,0.943,0.496,-0.12178121149083801,2.7376421271352753,C: Acceptable
Journal of Bisexuality,2.4,1.161,0.731,-0.12202089024557856,2.7367644977547476,C: Acceptable
Patient Preference and Adherence,3.9,0.854,0.693,-0.12350746569507863,2.731321118794171,C: Acceptable
Anuario de Psicologia Juridica,4.1,1.062,0.443,-0.12393988649248029,2.7297377277382484,C: Acceptable
Applied Neuropsychology: Adult,4.6,0.842,0.546,-0.12439155722480165,2.728083849381618,C: Acceptable
"Archaeology, Ethnology and Anthropology of Eurasia",1,1.357,0.846,-0.12638838540452815,2.7207720829286837,C: Acceptable
Sociological Forum,3,1.004,0.743,-0.12652997126994903,2.720253639333233,C: Acceptable
Communication and Society,3.5,1.182,0.455,-0.12698611704808596,2.7185833747445765,C: Acceptable
Psychoanalytic Quarterly,1.7,1.328,0.716,-0.12708934955619572,2.718205369267033,C: Acceptable
Bulletin of ASOR,2.1,1.443,0.505,-0.13205380512312978,2.700027070282709,C: Acceptable
Journal of Behavioral Health Services and Research,3.7,0.878,0.695,-0.135363589376308,2.6879076652610148,C: Acceptable
International Journal of Community Well-Being,3.4,1.213,0.433,-0.13556619925870186,2.6871657706122107,C: Acceptable
Journal of International Criminal Justice,2.6,1.142,0.682,-0.13591578780043376,2.6858856856265727,C: Acceptable
Journal of Global Scholars of Marketing Science: Bridging Asia and the World,5.1,0.714,0.54,-0.13623550176510604,2.6847149920911155,C: Acceptable
Transforming Anthropology,2.5,1.463,0.388,-0.13660673896132713,2.683355636436498,C: Acceptable
Simulation and Gaming,3.9,1.032,0.496,-0.13704982288931164,2.681733200298344,C: Acceptable
Computational and Mathematical Organization Theory,4.5,0.926,0.462,-0.13904910030468898,2.6744124655028916,C: Acceptable
Philosophy and Social Criticism,1.8,1.562,0.444,-0.13910717731382702,2.6741998054796534,C: Acceptable
Modern Asian Studies,1.7,1.548,0.476,-0.14169597624484467,2.664720425446165,C: Acceptable
Social Theory and Health,4,0.929,0.565,-0.14299007108743442,2.6599818508642197,C: Acceptable
"Journal of Women, Politics and Policy",2.5,0.985,0.844,-0.14491804524825838,2.652922206507054,C: Acceptable
Anthrozoos,3.7,1.056,0.504,-0.14523492367874977,2.65176189581971,C: Acceptable
"Science, Technology and Society",4,0.91,0.577,-0.14706825935238385,2.6450487882967177,C: Acceptable
Polish Review,0.3,2.241,0.1,-0.14774623127044684,2.642566265074713,C: Acceptable
Coaching,3.8,1.006,0.522,-0.15052242411119338,2.6324007065725152,C: Acceptable
PS - Political Science and Politics,3.3,0.975,0.661,-0.1528734658405642,2.623791919787156,C: Acceptable
Journal of the Philosophy of Sport,2.3,1.353,0.514,-0.15313775950185038,2.6228241582411527,C: Acceptable
NAD Nordic Studies on Alcohol and Drugs,4.3,0.758,0.648,-0.1537316590228181,2.620649482103308,C: Acceptable
Journal of Human Trafficking,3.5,1.109,0.48,-0.15556792967664876,2.6139256275916867,C: Acceptable
Journal of Genetic Psychology,3.6,0.798,0.763,-0.15559653765147854,2.613820874046655,C: Acceptable
Ecopsychology,3.7,0.769,0.769,-0.15560371991912716,2.6137945748065987,C: Acceptable
International Social Work,3.6,1.022,0.542,-0.15617399871643084,2.611706390444379,C: Acceptable
Critical African Studies,2.5,1.348,0.467,-0.15739407346052336,2.607238854541941,C: Acceptable
International Journal of School and Educational Psychology,4.3,0.819,0.581,-0.15805978603586715,2.6048012212367246,C: Acceptable
Citizen Science: Theory and Practice,4.1,0.836,0.609,-0.15821559850212688,2.604230684234436,C: Acceptable
Psicologia: Reflexao e Critica,3.1,1.041,0.632,-0.15845181323262694,2.6033657390380016,C: Acceptable
Journal of the Society for Social Work and Research,3.3,0.914,0.709,-0.1601702446515209,2.5970733753144195,C: Acceptable
Disaster Prevention and Management,3.7,0.98,0.554,-0.16032400244128378,2.5965103619012075,C: Acceptable
Australian Journal of Indigenous Education,3.3,1.118,0.508,-0.1605322617422903,2.5957477808308527,C: Acceptable
Science Progress,4.6,0.87,0.458,-0.16140340770657038,2.592557914070206,C: Acceptable
Theory and Psychology,3.2,1.04,0.605,-0.16181980280729094,2.5910332041529855,C: Acceptable
Creative Industries Journal,3.1,1.29,0.38,-0.16296960215709902,2.5868229949828185,C: Acceptable
Journal of International and Comparative Social Policy,3.4,1.19,0.408,-0.16468662182272187,2.5805358006625494,C: Acceptable
Nordic Social Work Research,3,1.161,0.525,-0.165543272533829,2.577399011030397,C: Acceptable
Cambridge Quarterly of Healthcare Ethics,3.6,1.045,0.499,-0.16865850225937878,2.5659920044427906,C: Acceptable
African Identities,2.8,1.401,0.329,-0.16871312246085945,2.5657920021787533,C: Acceptable
Canadian Journal of Political Science,2,1.082,0.821,-0.1694503914658833,2.5630923513863344,C: Acceptable
Journal of Family Communication,4,0.883,0.566,-0.17002722163524844,2.560980177928335,C: Acceptable
Journal of Latinos and Education,2.4,1.216,0.598,-0.17033665876786802,2.5598471149695126,C: Acceptable
Interpreting and Society,2.5,1.305,0.488,-0.1703912861859317,2.559647086280583,C: Acceptable
Journal of Eurasian Studies,3.7,1.064,0.453,-0.17163009865959367,2.555110938614819,C: Acceptable
Alcohol,3.8,0.784,0.704,-0.1726044819430389,2.5515430487600343,C: Acceptable
Late Imperial China,0.8,2.06,0.124,-0.17309150369769977,2.5497597259064544,C: Acceptable
Fashion Theory - Journal of Dress Body and Culture,2.1,1.387,0.492,-0.17366732525101747,2.5476512456880904,C: Acceptable
BioSocieties,3.6,1.01,0.524,-0.1743998467908775,2.544968978642994,C: Acceptable
Journal of Contemporary European Studies,3.2,1.09,0.534,-0.17520699286401747,2.542013459665387,C: Acceptable
Journal of Nonverbal Behavior,3.5,1.006,0.547,-0.17648453056035465,2.537335512225905,C: Acceptable
ACM Transactions on Applied Perception,3.8,1.076,0.41,-0.17697363826337226,2.535544551275381,C: Acceptable
Journal of Applied Youth Studies,3.1,1.162,0.48,-0.17872220088402146,2.5291418564214507,C: Acceptable
Data and Policy,3.6,0.903,0.622,-0.17875375586668615,2.529026311846302,C: Acceptable
Journal of Productivity Analysis,2.9,1.062,0.623,-0.17884134039857522,2.5287056044121,C: Acceptable
Journal of Human Rights,2.7,1.125,0.606,-0.17888083685682363,2.5285609806125353,C: Acceptable
International Journal of Early Childhood,2.8,1.115,0.591,-0.1803163651972098,2.5233045203581983,C: Acceptable
Public Journal of Semiotics,1.3,1.802,0.253,-0.1804758766626563,2.522720438766326,C: Acceptable
Spatial Cognition and Computation,3.9,1.115,0.343,-0.18077251578640202,2.521634238152947,C: Acceptable
Journal of Women and Aging,3.8,0.839,0.635,-0.18176267295288806,2.5180085892230344,C: Acceptable
"Communication, Culture and Critique",2.5,1.198,0.574,-0.18208724104532292,2.5168201213748476,C: Acceptable
Journal of the History of Economic Thought,1.7,1.467,0.487,-0.18365202855363563,2.5110903540741787,C: Acceptable
China Economic Quarterly International,3.8,0.874,0.597,-0.1839752113536037,2.509906958738033,C: Acceptable
Horizontes Antropologicos,1.2,1.587,0.478,-0.1857941608421915,2.503246528969829,C: Acceptable
Cognitive Behaviour Therapist,2.8,0.88,0.811,-0.18696245573003942,2.49896859486672,C: Acceptable
Human Rights Review,3.2,1.307,0.3,-0.18794579151064345,2.495367923739585,C: Acceptable
Behavioral Sciences,3.1,0.901,0.718,-0.1899829114394684,2.4879086213782644,C: Acceptable
Journal of Comparative Asian Development,2.8,1.448,0.248,-0.1900218788536731,2.4877659347741625,C: Acceptable
American Sociologist,2,1.373,0.501,-0.1903283786005683,2.4866436276122674,C: Acceptable
Educational Studies - AESA,2.7,1.068,0.638,-0.19356275024619943,2.4748003602070137,C: Acceptable
Representations,0.9,1.835,0.286,-0.19546082096363185,2.4678502129995956,C: Acceptable
Journal of Gender-Based Violence,3.6,0.918,0.579,-0.19604677900901593,2.4657046160861684,C: Acceptable
Ethnopolitics,2.8,1.24,0.442,-0.19634698160301772,2.464605367148182,C: Acceptable
Designs for Learning,2.1,1.478,0.364,-0.19728556983292897,2.4611685476950806,C: Acceptable
Ethnobotany Research and Applications,3.9,0.994,0.434,-0.19782419420155214,2.459196272048524,C: Acceptable
Health and Social Care Delivery Research,1.8,1.136,0.764,-0.19937295841871155,2.4535251770782587,C: Acceptable
SAGE Open,3.6,0.977,0.514,-0.20035336162464662,2.4499352441314555,C: Acceptable
Analyses of Social Issues and Public Policy,3.2,0.796,0.78,-0.20140814957785977,2.446072937274228,C: Acceptable
"Aging, Neuropsychology, and Cognition",3.8,0.8,0.641,-0.20153318310808346,2.4456151032046454,C: Acceptable
Nonprofit Policy Forum,3.6,1.017,0.472,-0.20200792387027616,2.4438767495425306,C: Acceptable
Journal of Human Rights and Social Work,2.7,1.188,0.504,-0.20342113417214291,2.43870201103421,C: Acceptable
Geriatrics (Switzerland),3.4,0.858,0.667,-0.2057743637014136,2.4300852132030957,C: Acceptable
"Corrections: Policy, Practice, and Research",3.5,0.952,0.552,-0.20588285211302304,2.4296879622344885,C: Acceptable
"Psychology of Consciousness: Theory Research, and Practice",4,0.759,0.628,-0.2066253722104912,2.426969083567602,C: Acceptable
Soccer and Society,3,1.088,0.529,-0.20697366528366123,2.4256937421866804,C: Acceptable
History of the Human Sciences,1.8,1.314,0.576,-0.20740878127525766,2.424100482164216,C: Acceptable
Journal of Social Work Education,3.4,0.963,0.56,-0.20812911886313737,2.4214628289783677,C: Acceptable
Kotuitui,3.5,0.987,0.513,-0.20870722766237057,2.4193459735737335,C: Acceptable
Modern China,2,1.427,0.414,-0.211100703235714,2.4105818071918836,C: Acceptable
Applied Neuropsychology: Child,4.2,0.835,0.501,-0.21114239711597302,2.410429137113373,C: Acceptable
"Diaspora, Indigenous, and Minority Education",3.2,1.148,0.418,-0.21131833500979685,2.4097849070274187,C: Acceptable
Journal of Human Behavior in the Social Environment,4.2,0.769,0.564,-0.21226694344706526,2.4063113966778507,C: Acceptable
Natural Hazards Review,4.1,0.853,0.503,-0.2128522321084195,2.4041682508414577,C: Acceptable
International Journal of Bifurcation and Chaos,3.9,0.804,0.596,-0.21290891660850764,2.403960689755154,C: Acceptable
Comprehensive Results in Social Psychology,5.7,0.555,0.435,-0.21353165907925173,2.4016803996667857,C: Acceptable
Sexuality and Culture,2.9,1.032,0.594,-0.21461656620658182,2.397707805720697,C: Acceptable
Journal of Spirituality in Mental Health,3.1,1.054,0.526,-0.21549270663861045,2.3944996507657508,C: Acceptable
Canadian Journal on Aging,3.5,0.786,0.698,-0.216331410099943,2.391428578404697,C: Acceptable
Journal of Patient Experience,3.4,0.801,0.705,-0.21678525419899822,2.3897667418520956,C: Acceptable
International Journal of Aerospace Psychology,3.8,0.983,0.436,-0.21696491274175797,2.38910888790188,C: Acceptable
Journal of Psycholinguistic Research,3.8,0.888,0.528,-0.217777065310285,2.386135036688485,C: Acceptable
Retos,3.6,1.125,0.338,-0.21907908719529232,2.3813674357319092,C: Acceptable
Journal of Clinical Sport Psychology,3.6,0.694,0.761,-0.21933096674070693,2.380445130834051,C: Acceptable
Social Neuroscience,3.4,0.78,0.72,-0.2202300609178975,2.3771529263722173,C: Acceptable
"Journal of Race, Ethnicity and Politics",3.3,0.877,0.646,-0.22095538816247054,2.3744970026086643,C: Acceptable
Forensic Sciences Research,3.5,0.962,0.517,-0.22128650281591147,2.3732845632812927,C: Acceptable
Malaysian Journal of Learning and Instruction,3.8,1.049,0.364,-0.22134690074835267,2.37306340475562,C: Acceptable
"Journal of Child Sexual Abuse: Research, Treatment, and Program Innovations for Victims, Suvivors, and Offenders",2.9,0.917,0.694,-0.2225553205845086,2.368638545516967,C: Acceptable
Cultural Studies of Science Education,3.3,0.938,0.58,-0.2246716780268877,2.3608890999178342,C: Acceptable
Interdisciplinary Science Reviews,3.4,0.92,0.575,-0.22479735448033686,2.3604289116624884,C: Acceptable
"Philosophy, Ethics, and Humanities in Medicine",3.5,0.957,0.515,-0.2255155018627889,2.357799278330694,C: Acceptable
Laterality,3.8,0.887,0.515,-0.2263320131924222,2.3548094666838693,C: Acceptable
Evaluation and Program Planning,3.6,0.892,0.554,-0.22697039642280403,2.3524719049770524,C: Acceptable
Public Culture,1.7,1.455,0.425,-0.22879871116788494,2.3457771825396323,C: Acceptable
